标题,价格,店铺,链接,点击
,https://ccc-x.jd.com/dsp/nc?ext=aHR0cDovL2l0ZW0uamQuY29tLzEwMDA0NDkwNjE2OS5odG1s&log=8NqdPh72ZLGmcn0F551rr3W-Zt8W_MgX2ia5Gcfu7SqbWQ1nBW3TdHuLit2pslU6rg2K874DJBzJExz9fkpbRDSoEw58DG-XHVfoUgH9pS1oUH98KjvN6DQGU5n4dwNE8vTVbao3DGJvTxu-BaNghF5YEaDenAOqqLWq2bAi8_5PHRSHxHn1sK4aySZXao4Dy2AGLZbzN3AfcHnJsmJJA2QtRhssI-jIGVoooFQzYNUeOzVnsTMMHNgAtwsYbaxIp4eyN7WRYZkwBNOD-dSMe_ZlrpRWsucYdi3-FmXZW4LexRDdL4Qsg4ssT1RwErOArPdNYmwQdf1gezcBzmkKn6FZca4sV0yj4V1Otu607TAIaBgu48enu6OLDlgg6_n8ooRi6nfOs5h8YPyYZNnHBhR4Sd3ujMZytO455tCPrcK9TdldoCDWf2c-TjImo4MJJnNgXNmrdcLn4__oNwlGQ79N7uJgTZ7lpw10_UL9ME3K9w1VzCjbMsqn7q2sEuVCCnwBHRddkd3X_mDSAFeKI2DernmrW72gv803ZW84nWve0jbkF94y2ZJKh74unYjhq5MATNlxfrNXIRZ32KWB5NeQEI75ghU114A-Y84ecch642_3S-51b0R8a1frzcBWo1BFu0iZBugv2muHhatZ5eJgFskQVQFOVCt02IcmZiLbSpkQFhrTxwfp_UdhC_jv38QYaYhjffK0CeczavBcjqvgXeL3AJXVJBd9BbnYmGYQ-RLvVraRl2rNpY_PLaQY9Y1ui7C5qRMNTKswA3lXg4GB-pAYCqBsQHJ7RJkwECaS26UKDf2tyk3OKXmkh6B-sCMW0-NdyR3KpOLS_ZrbKsWgmhyeSyajPhxccHWHzpI7J8BpNYq8SOu_zO7CsF_qGJcgfCOf3C7q1F6v-clYDkAnR_uXasGgfJhylrx1ViHopFopbThRYkBdsuFFRKPNxcJsPW8P_LaR3n8inSonju47_miMFa8DSQZYYuei4swp3j_586acDP7KwOnm6UkIkLVUuLJXiNocDV8mNHXhcSMRcIm_Hgonm1lg4C03sNt6AOWM25VIFv6PM44zd63eygZhINumauKWPTUAeJ5nQn-u_64R9uqMHOy9HKIZCdp1zh5t_OFtFuGeguo8MGFSEeouXPbQKyJ7ukLjCt4rwhmS0yc2eM0ThhUk3Xo9Tf-vYYnISqpak597bHfeJB8kIk5_1AH4MqkrmC_65yM5dgD12--fRMH_tAD-vyx6vjsOuXYvGN_J19ReDHEq_4sqHZAcoSza0nYvnqX6dQ4I3PlgTANxU5rbKnrFCFVnD7gK6Gd2z3pBM7Nuvvc4ljEe56HB8y_O8yjNSPuTFeGpo5WOBtjd_KaYQzFGEMEIqKgnRsxRxK79HBCBN4pvh04NofRsWs12ngVHUPmyapb4rOChz-qddeCw8afEpTGvIjlBft607te0PAU1EN7TRROz56V1CaXiwi5hy1HaFRyHf39TLXpyc3hmc2eY_BcRkubf9VdFrhGANznIabiFkKl0hBVBQ3ib5fHJZzwNhYL-u5fL4PS0az9Dqg_8pD-aghrdVvYbITHOX2TEHK93PsQr1nH2USLoIDbBvJkP8XrfmAFSPXyGPNP72-90AbFDsA_95IG02Ld0bNXtnHRf-9-al0v8XuupgluVYKjE2hDC6dHsPSqYt2PhcFqrLnXlA59Te7nZDFj5xsWYU-8zs1hIno3y4i0Gth2_SHaQxWHOPABvLE6rM2bmneBdv_506pgtf6O5ostDg5N3Hcso_qKyfGq0rvS8aai5XRgJoxwwzFhKUuqh-u2-x7Hjhi4xJ4sm3B1F58a5ojzYAuoeKG5hQOQe3bhkC5h7pgaxnosxaEYVM1_f_6RNONSdZSZaU2kzYL3pxO-3937xhCJtNCwxXB-UI61qogzvDQgwlN3o4SE669kruwLjNlAd3idN5hJnjRrrUr4ZaN-an2dcuoVhAHIjb046OTwa7Ns1mG4Vpw_CVCwU1BQbup_VXX_Ck5a_iYkI3YAxUxcAHFt5Rq_3WXY3z-nn_IQipYPUvX3otigU9i5os08T27M7-Cjuf8yeVTmv8dH4WFNnKVx83ccxyxrIW1cItMTBxMGTtv1e92VxxPnWuzdvewmISvg_8Qum6kPNZ67_jA4pzvZhg24AVLoCYIqLDWHdeYI1JzxP6q4K2wj24vYylzs62axpB0leSuZZ8viDUA3hpL8WL-2YexZo21x_BEl1P_3OFAutvVuhJ1wYRXDkhpIa_EAM1xEhwUdCAgLgr5T3Qe1Ur8wlZDoOsybMHM-NqwlctgJz1LrJgvc6nS0LzBHiwMtIiw5sQqhHfSEw3gKa3xQ6D5RyqmsoOu2pfyiKjgwmMU9m_a3LqxAIv8yUfv3zwAcGp9ZHWlPeEv1yr2s7W19f5CRy2OyKUUnpfHrSH6-34v-ZeLc1TISDqTxXCcr-NRecWfVAaLRk6QreDypj427yBUvXWui2W3iinITqVaZRFGffhHeH7K-wZkRGo0yVw4QjkIwUMsj3nSj6bd5KETMxxe7UaVmEdpvNYH_aCltLEyHkbzYSKMmr-KnuRMU1ZneQxCh1oHQCFR-p0vA2I41218nxmWSo1TKv2WujhNn7Y3gTlaBm42KZFHM7RxdEdiNl04MAXrmIVLJk2IkuFruaqWmU2Fh8g5hZCvIXUROsd5ck-A&v=404,searchlog(1, '100044906169','6','3','','adwClk=','%7B%22ad%22%3A%221755%22%2C%22business_type%22%3A%22524288%22%2C%22campaign_type%22%3A%223%22%2C%22ch%22%3A%222%22%2C%22sku%22%3A%22100044906169%22%2C%22ts%22%3A%221678772829%22%2C%22uniqid%22%3A%22%7B%5C%22material_id%5C%22%3A%5C%228868176786472354843%5C%22%2C%5C%22pos_id%5C%22%3A%5C%221755%5C%22%2C%5C%22sid%5C%22%3A%5C%22e7513adc-2eb8-4fd8-986f-c0863a0c5173%5C%22%7D%22%7D');
七彩虹（Colorful）iGame sigma M380II赤刃2游戏台式电脑主机（12代i5-12400 16G 500Gnvme RTX3060 8G）,5599.00,

,https://ccc-x.jd.com/dsp/nc?ext=aHR0cDovL2l0ZW0uamQuY29tLzEwMDA0NDkwNjE2OS5odG1s&log=8NqdPh72ZLGmcn0F551rr3W-Zt8W_MgX2ia5Gcfu7SqbWQ1nBW3TdHuLit2pslU6rg2K874DJBzJExz9fkpbRDSoEw58DG-XHVfoUgH9pS1oUH98KjvN6DQGU5n4dwNE8vTVbao3DGJvTxu-BaNghF5YEaDenAOqqLWq2bAi8_5PHRSHxHn1sK4aySZXao4Dy2AGLZbzN3AfcHnJsmJJA2QtRhssI-jIGVoooFQzYNUeOzVnsTMMHNgAtwsYbaxIp4eyN7WRYZkwBNOD-dSMe_ZlrpRWsucYdi3-FmXZW4LexRDdL4Qsg4ssT1RwErOArPdNYmwQdf1gezcBzmkKn6FZca4sV0yj4V1Otu607TAIaBgu48enu6OLDlgg6_n8ooRi6nfOs5h8YPyYZNnHBhR4Sd3ujMZytO455tCPrcK9TdldoCDWf2c-TjImo4MJJnNgXNmrdcLn4__oNwlGQ79N7uJgTZ7lpw10_UL9ME3K9w1VzCjbMsqn7q2sEuVCCnwBHRddkd3X_mDSAFeKI2DernmrW72gv803ZW84nWve0jbkF94y2ZJKh74unYjhq5MATNlxfrNXIRZ32KWB5NeQEI75ghU114A-Y84ecch642_3S-51b0R8a1frzcBWo1BFu0iZBugv2muHhatZ5eJgFskQVQFOVCt02IcmZiLbSpkQFhrTxwfp_UdhC_jv38QYaYhjffK0CeczavBcjqvgXeL3AJXVJBd9BbnYmGYQ-RLvVraRl2rNpY_PLaQY9Y1ui7C5qRMNTKswA3lXg4GB-pAYCqBsQHJ7RJkwECaS26UKDf2tyk3OKXmkh6B-sCMW0-NdyR3KpOLS_ZrbKsWgmhyeSyajPhxccHWHzpI7J8BpNYq8SOu_zO7CsF_qGJcgfCOf3C7q1F6v-clYDkAnR_uXasGgfJhylrx1ViHopFopbThRYkBdsuFFRKPNxcJsPW8P_LaR3n8inSonju47_miMFa8DSQZYYuei4swp3j_586acDP7KwOnm6UkIkLVUuLJXiNocDV8mNHXhcSMRcIm_Hgonm1lg4C03sNt6AOWM25VIFv6PM44zd63eygZhINumauKWPTUAeJ5nQn-u_64R9uqMHOy9HKIZCdp1zh5t_OFtFuGeguo8MGFSEeouXPbQKyJ7ukLjCt4rwhmS0yc2eM0ThhUk3Xo9Tf-vYYnISqpak597bHfeJB8kIk5_1AH4MqkrmC_65yM5dgD12--fRMH_tAD-vyx6vjsOuXYvGN_J19ReDHEq_4sqHZAcoSza0nYvnqX6dQ4I3PlgTANxU5rbKnrFCFVnD7gK6Gd2z3pBM7Nuvvc4ljEe56HB8y_O8yjNSPuTFeGpo5WOBtjd_KaYQzFGEMEIqKgnRsxRxK79HBCBN4pvh04NofRsWs12ngVHUPmyapb4rOChz-qddeCw8afEpTGvIjlBft607te0PAU1EN7TRROz56V1CaXiwi5hy1HaFRyHf39TLXpyc3hmc2eY_BcRkubf9VdFrhGANznIabiFkKl0hBVBQ3ib5fHJZzwNhYL-u5fL4PS0az9Dqg_8pD-aghrdVvYbITHOX2TEHK93PsQr1nH2USLoIDbBvJkP8XrfmAFSPXyGPNP72-90AbFDsA_95IG02Ld0bNXtnHRf-9-al0v8XuupgluVYKjE2hDC6dHsPSqYt2PhcFqrLnXlA59Te7nZDFj5xsWYU-8zs1hIno3y4i0Gth2_SHaQxWHOPABvLE6rM2bmneBdv_506pgtf6O5ostDg5N3Hcso_qKyfGq0rvS8aai5XRgJoxwwzFhKUuqh-u2-x7Hjhi4xJ4sm3B1F58a5ojzYAuoeKG5hQOQe3bhkC5h7pgaxnosxaEYVM1_f_6RNONSdZSZaU2kzYL3pxO-3937xhCJtNCwxXB-UI61qogzvDQgwlN3o4SE669kruwLjNlAd3idN5hJnjRrrUr4ZaN-an2dcuoVhAHIjb046OTwa7Ns1mG4Vpw_CVCwU1BQbup_VXX_Ck5a_iYkI3YAxUxcAHFt5Rq_3WXY3z-nn_IQipYPUvX3otigU9i5os08T27M7-Cjuf8yeVTmv8dH4WFNnKVx83ccxyxrIW1cItMTBxMGTtv1e92VxxPnWuzdvewmISvg_8Qum6kPNZ67_jA4pzvZhg24AVLoCYIqLDWHdeYI1JzxP6q4K2wj24vYylzs62axpB0leSuZZ8viDUA3hpL8WL-2YexZo21x_BEl1P_3OFAutvVuhJ1wYRXDkhpIa_EAM1xEhwUdCAgLgr5T3Qe1Ur8wlZDoOsybMHM-NqwlctgJz1LrJgvc6nS0LzBHiwMtIiw5sQqhHfSEw3gKa3xQ6D5RyqmsoOu2pfyiKjgwmMU9m_a3LqxAIv8yUfv3zwAcGp9ZHWlPeEv1yr2s7W19f5CRy2OyKUUnpfHrSH6-34v-ZeLc1TISDqTxXCcr-NRecWfVAaLRk6QreDypj427yBUvXWui2W3iinITqVaZRFGffhHeH7K-wZkRGo0yVw4QjkIwUMsj3nSj6bd5KETMxxe7UaVmEdpvNYH_aCltLEyHkbzYSKMmr-KnuRMU1ZneQxCh1oHQCFR-p0vA2I41218nxmWSo1TKv2WujhNn7Y3gTlaBm42KZFHM7RxdEdiNl04MAXrmIVLJk2IkuFruaqWmU2Fh8g5hZCvIXUROsd5ck-A&v=404,searchlog(1, '100044906169','6','3','','adwClk=','%7B%22ad%22%3A%221755%22%2C%22business_type%22%3A%22524288%22%2C%22campaign_type%22%3A%223%22%2C%22ch%22%3A%222%22%2C%22sku%22%3A%22100044906169%22%2C%22ts%22%3A%221678772829%22%2C%22uniqid%22%3A%22%7B%5C%22material_id%5C%22%3A%5C%228868176786472354843%5C%22%2C%5C%22pos_id%5C%22%3A%5C%221755%5C%22%2C%5C%22sid%5C%22%3A%5C%22e7513adc-2eb8-4fd8-986f-c0863a0c5173%5C%22%7D%22%7D');
紫光/UNIS D3890 G2 国产信创办公台式电脑 兆芯KX-U6780A/8G/256G SSD+1TB/DVD-RW/集显/UOS试用版 单主机,5699.00,,https://item.jd.com/100025315423.html,searchlog(1, '100025315423','7','3','','flagsClk=2097574');
紫光/UNIS D3890 G2 国产信创办公台式电脑 兆芯KX-U6780A/8G/256G SSD+1TB/DVD-RW/集显/UOS试用版 单主机,5699.00,,https://item.jd.com/100025315423.html,searchlog(1, '100025315423','7','3','','flagsClk=2097574');
京天(KOTIN)  IdeaPro 13代i9专业图形设计办公台式电脑主机工作站（i9-13900KF A2000 32G DDR5 3TB WiFi）,11709.00,京天京东自营官方旗舰店,https://item.jd.com/100033144024.html,searchlog(1, '100033144024','8','3','','flagsClk=2097574');
京天(KOTIN)  IdeaPro 13代i9专业图形设计办公台式电脑主机工作站（i9-13900KF A2000 32G DDR5 3TB WiFi）,11709.00,京天京东自营官方旗舰店,https://item.jd.com/100033144024.html,searchlog(1, '100033144024','8','3','','flagsClk=2097574');
零刻SER5 Pro 5800H AMD 锐龙7 8核16线程 高性能游戏办公影音娱乐迷你电脑主机 黑色 准系统(无内存硬盘系统),1595.00,零刻电脑办公旗舰店,https://item.jd.com/10068862279734.html,searchlog(1, '10068862279734','9','3','','flagsClk=419545');
零刻SER5 Pro 5800H AMD 锐龙7 8核16线程 高性能游戏办公影音娱乐迷你电脑主机 黑色 准系统(无内存硬盘系统),1595.00,零刻电脑办公旗舰店,https://item.jd.com/10068862279734.html,searchlog(1, '10068862279734','9','3','','flagsClk=419545');
联想(Lenovo)GeekPro 2023设计师游戏台式电脑主机(13代i5-13400F RTX3060 16G 512G SSD ),6499.00,联想京东自营旗舰店,https://item.jd.com/100040908510.html,searchlog(1, '100040908510','10','3','','flagsClk=2307289');
联想(Lenovo)GeekPro 2023设计师游戏台式电脑主机(13代i5-13400F RTX3060 16G 512G SSD ),6499.00,联想京东自营旗舰店,https://item.jd.com/100040908510.html,searchlog(1, '100040908510','10','3','','flagsClk=2307289');
宏碁 (Acer) 暗影骑士·崭 N95游戏电脑主机(12代i5 RTX3060 Ti 16G内存 512G固态 侧透 一体式水冷散热),5999.00,宏碁京东自营旗舰店,https://item.jd.com/100038594648.html,searchlog(1, '100038594648','11','3','','flagsClk=2097574');
宏碁 (Acer) 暗影骑士·崭 N95游戏电脑主机(12代i5 RTX3060 Ti 16G内存 512G固态 侧透 一体式水冷散热),5999.00,宏碁京东自营旗舰店,https://item.jd.com/100038594648.html,searchlog(1, '100038594648','11','3','','flagsClk=2097574');
戴尔 OptiPlex 7090sff升级款7000SFF 12代i5办公台式电脑单主机 i5-12500/8G/1T+256G/2G独显 定制,4799.00,

,https://ccc-x.jd.com/dsp/nc?ext=aHR0cDovL2l0ZW0uamQuY29tLzEwMDA0MTEwNzUwOC5odG1s&log=8NqdPh72ZLGmcn0F551rr3W-Zt8W_MgX2ia5Gcfu7SpkGUAf2wNQOc4ViUBjpI4ifQDoyOVd2XDhMqKQdfz8CkhdJrqyLc4lB9rrLz8Ga9niar0NNFIPHr3FMD46cdbXhK5ZLlIE2AM-oT09_e1NfKI_AUNgdmD1Lq5iZyAs8b_ESxKyoNyzohj8jYH9lEt-iriFrqAYrqNdEisW2BNNNOL1CzCLVQotZEByRF_HFLnw9M2eA0X7XeSmX9iEOQsMmyP9tZgDwaKj6mxJa4VvMmjPwsKTDLzkwp-EPA2hfSxsT-pqOvizDTjWl4c86pFzXEJtF9iqhjTf0cXY6UgrsW4EoVNEsUHFhWWHorLCne0RSRtRkXOGH8GFbROQUqpG31JblGaWy0Ikx_8_mhVYoSXH8H5YjU9MrDha-MBB6y5sirsphxi5OJk5eudYGrFgpoWRguXdHOmqNgtYH0sEaF2hLvMoYAQbIsaX_TZKEW9vdOJdb9zD_VjUNAJ_C243pj0fpQp7qLuiyVL1Z5OS-Gyoa5BH2iWXR5vohjy82Uy2-rVCg-Y9Lhfd7L4CmDiNPP9FN4tkJnumbdaO2oQge6ARy_3Kk-2MwDWiQw9zQXd5pbwl_ChSSWxRlFylT0T8hSdHtKOudMeCerY2BZwxq1oZ0i3Y1a40ikeLZAXbWlTIeLUvfFYYezQUcfZ7-lKrt1NVHC8YZcF9ymbPHvH4M2AAwwPGN0PPDd_i2Z2qf8EycsVdNQhyp_G103x0HU8531B7c_dSlirN2gPMEmgtIaFrxuMyY7Pm3Pe3iKEAVoUBPA6S2C9-HdVkivgGjLyURb6u9MV0CK9D2-CfagihjqcbJQm2Cl6uYJS0rsSZfRHr9JiRYPWBCI93Eu3UpF46tkxnvgrIRGUprxjPKrrDk3k0iAfGUMtCG2yNm0kOziomIbazPfS_spNhGxwy5znlqwL3xEXevhgkUIgnOgVbKM0GoQzRsi1YMN9TxXgSmr8dF93W5G2musX4L2QqPhgnDDvaJOyKjScvKkr-JpY4pxzzwVX8m8BEuqC_A_CjaSmPYAb0KgMKCyRQFgngOxDtED0uNNIgQeEddwFyrBFx7wLB1Zns6dK9iw1ZJfIj1TiSw5NG-PEhmJtlJuza-G-GtYG1qUvPh98eu2WpdsGSQ7M79pphxf0ztiJMSujkV68x6aJm4KFGzDr5FeyNGE1MLVt_vI92g_vjeEurKwZtySw2mcR_qk8pHKc4HpFwfrq1C5fyhWPvgN8poeV6Yxwud8AfTKc83XcZs33ov8n_Nf8k1Tp9OfiQgXgHciXTKDr2Yenk0ATnSD9Udrtw2zipeKyV2cPR_XQNjG7TnCo1WX3GOuDP8vzNIwIDu7U2QR5OzL9RZpdFxO5G3EVn80kkFd_zgvBPA51LnNE2mk0TYokvHXcsUsgmgPMbCDEhyE8CY5TexVgMTv_zdodtx4a8sVLalvYsjiXJMm8RNAxGK7SWmS9DUjZhhdbADxb6jqLJWoalbxKQsQ1ruTDEQJPXx6gQVuRA29hSNptFa_NKOHjnCw84uNfgvlfLOf1Q8tO-PHQ13AEHeIX8izZ3Hn_sJhBPKLAUKXTeI5N6osySpxjShISYaeLtc6YqQ4qx0uRC9v5FON670e2w6RsnhlzLOFat9kxKJO9WVWj73pP7tnm9YDvjB1v27yC0F9Rjm74Rqa_WMaAPMsP_WTXCT7Vc7tBbLyrnS6qdDSpgbIOIU9YBEfGtCMoJiszlNQShN-bdwm2mp5KJ1F5rx4GQMIJsRU_6P-JScKVDSt-z5J-x5-e7HnxF0G2CRE-zp10jDroQ7U3i2NmM3_DLB0vzeOw5ETs1-erzsW6NonlZ7o5gBDLIv7fqQHfSrUvOlZZBSnOA6Jb4tqUrc0xuwls_WC-kIquxPpQ0_Or_aeJ728N6qRQvK2OmzbOJuBZWS8geEG_SxY6ZEprocV87V1uTpOZyF1tSc1QBA_VIwG21Xb3XyunYs7gSPh2pvdqg3SPUonKOXUSY0kWDSIqdoqAE9raYq1T_WYvVMxpjNTr-UwRyY896po1dB6A8yCRnHKzDWMk-iSPVO1-TQsaHD82gb-nAwVi4zD5UhDB_Czf9KLe8BSOZKCJxEtodsYLzuLiH6iLP0D9StoIuMaABeU5qbHdUrnHx1iKb7_ppqhNiONP-a7CtUHPA37aCcxN17QfakSBT5VkXTUvTyObbtsa2gHlB8GHi9-f8J0zPGqlAnZlohPe6vsUXyI8cJfz8bTk48hQuhatAdbPMTdWfNMHFNEavsJSWrxuT4ZGDwUYbRbTb2AOlc3GuuHTrQWnLW_06bFpZdpyHfWWGXlAzeNVTxYXArKro6dZMi4k559A32ie9pHXJKr-h2kT5NJZJaKFMZe3etYKdZMlv9XW2mf5E4iZaYJ_7OMmoMTjG_xhiR-iVtorUdsTfjGyV5pMiLJEF4iuyrVT9nh92d_herkP5q1w5TldRk61GSLsqwRRP3eQhwG7sKUc5T3cNIKvd_WUR1Xwb09HomJVdbIb4RjA3gKQl&v=404,searchlog(1, '100041107508','12','3','','adwClk=','%7B%22ad%22%3A%221755%22%2C%22business_type%22%3A%22524288%22%2C%22campaign_type%22%3A%223%22%2C%22ch%22%3A%222%22%2C%22sku%22%3A%22100041107508%22%2C%22ts%22%3A%221678772829%22%2C%22uniqid%22%3A%22%7B%5C%22material_id%5C%22%3A%5C%228668161429355962654%5C%22%2C%5C%22pos_id%5C%22%3A%5C%221755%5C%22%2C%5C%22sid%5C%22%3A%5C%22e7513adc-2eb8-4fd8-986f-c0863a0c5173%5C%22%7D%22%7D');
戴尔 OptiPlex 7090sff升级款7000SFF 12代i5办公台式电脑单主机 i5-12500/8G/1T+256G/2G独显 定制,4799.00,

